
Sun Aug 22 05:34:17 2021
42.62	0.016657	0.514493	0.032269	0.015672	0.074054	0.025870	0.016545	0.546250	0.032118	89
36.94	0.015650	0.386919	0.030083	0.018424	0.322036	0.034854	0.015419	0.376972	0.029627	89
30.96	0.016784	0.347794	0.032023	0.019097	0.271203	0.035682	0.016420	0.341913	0.031335	89
25.59	0.018263	0.312775	0.034511	0.019777	0.227148	0.036387	0.017699	0.309796	0.033484	89
20.74	0.019988	0.277458	0.037291	0.020320	0.186249	0.036643	0.018993	0.276442	0.035544	89
16.60	0.022345	0.248189	0.040999	0.021294	0.163197	0.037672	0.020880	0.247789	0.038515	89
13.12	0.025401	0.223102	0.045609	0.022345	0.132019	0.038220	0.023246	0.223076	0.042105	89
10.21	0.029228	0.199731	0.050994	0.023502	0.100025	0.038061	0.026314	0.199150	0.046485	89
7.85	0.034201	0.179646	0.057462	0.024785	0.092365	0.039082	0.030188	0.178789	0.051654	89
5.96	0.041125	0.164116	0.065769	0.025917	0.080726	0.039237	0.036130	0.162797	0.059136	89
4.50	0.049524	0.149182	0.074362	0.027261	0.073033	0.039702	0.043665	0.146303	0.067257	89
3.38	0.060144	0.136041	0.083412	0.029436	0.047876	0.036457	0.052154	0.132348	0.074822	89
2.60	0.072004	0.125364	0.091471	0.032260	0.040542	0.035930	0.063050	0.121209	0.082951	89
2.06	0.082714	0.113865	0.095822	0.033686	0.036654	0.035107	0.074989	0.109891	0.089145	89
1.68	0.095308	0.107220	0.100914	0.035938	0.034580	0.035246	0.088432	0.103364	0.095317	86
1.43	0.107193	0.102815	0.104958	0.037834	0.029703	0.033279	0.102065	0.100236	0.101143	84
1.28	0.117381	0.100650	0.108373	0.037929	0.027559	0.031923	0.111734	0.099027	0.104998	83
1.18	0.126945	0.099903	0.111812	0.038285	0.024974	0.030229	0.122505	0.099771	0.109976	80
1.11	0.139876	0.104084	0.119354	0.039833	0.024362	0.030233	0.136203	0.105545	0.118930	78
1.07	0.151385	0.108116	0.126143	0.039963	0.022751	0.028995	0.147850	0.110993	0.126798	74
1.04	0.162145	0.112895	0.133110	0.040289	0.021228	0.027806	0.159308	0.117483	0.135235	65
1.03	0.178676	0.122751	0.145525	0.036272	0.020101	0.025868	0.177230	0.130230	0.150138	61
1.02	0.200110	0.136415	0.162234	0.040652	0.020801	0.027520	0.198886	0.147811	0.169587	56
1.01	0.221696	0.150302	0.179148	0.041430	0.021349	0.028177	0.220660	0.165653	0.189240	50
1.01	0.244226	0.165012	0.196952	0.041730	0.021759	0.028603	0.243690	0.184704	0.210136	44
1.01	0.276862	0.186814	0.223094	0.042457	0.022629	0.029523	0.276436	0.213675	0.241037	37
1.01	0.311133	0.209288	0.250246	0.043110	0.023207	0.030171	0.311066	0.244174	0.273591	33
1.00	0.355395	0.238557	0.285485	0.044638	0.023640	0.030910	0.355647	0.283772	0.315670	27
1.00	0.417056	0.279698	0.334838	0.036259	0.024911	0.029533	0.417383	0.338302	0.373704	21
1.00	0.486134	0.325917	0.390220	0.037230	0.025509	0.030275	0.486556	0.399935	0.439013	18
1.00	0.545637	0.365564	0.437807	0.038265	0.025744	0.030780	0.546078	0.452652	0.494995	16
1.00	0.602764	0.403793	0.483613	0.034771	0.025868	0.029666	0.603258	0.504126	0.549255	16
1.00	0.651316	0.436123	0.522427	0.029851	0.025981	0.027782	0.651679	0.546737	0.594613	11
1.00	0.678488	0.454267	0.544186	0.029996	0.025866	0.027778	0.678791	0.569748	0.619507	9
1.00	0.704216	0.471440	0.564784	0.030779	0.025619	0.027963	0.704452	0.590950	0.642728	7
1.00	0.714445	0.478235	0.572949	0.031095	0.025174	0.027823	0.714604	0.600443	0.652568	6
1.00	0.718844	0.481072	0.576400	0.031289	0.024745	0.027635	0.718844	0.604273	0.656598	5
1.00	0.723865	0.484432	0.580426	0.031527	0.024606	0.027640	0.723865	0.608680	0.661294	5
1.00	0.733237	0.490704	0.587941	0.032044	0.024392	0.027700	0.733237	0.615848	0.669435	5
1.00	0.737142	0.493317	0.591072	0.032371	0.023991	0.027558	0.737142	0.618805	0.672810	4
1.00	0.735914	0.492496	0.590088	0.032457	0.023877	0.027514	0.735914	0.616453	0.670907	4
1.00	0.734241	0.491376	0.588746	0.032480	0.023701	0.027405	0.734241	0.614742	0.669199	4
1.00	0.730336	0.488763	0.585615	0.021064	0.023712	0.022310	0.730336	0.611256	0.665511	3
1.00	0.728774	0.487717	0.584362	0.021041	0.023604	0.022249	0.728774	0.609647	0.663909	3
1.00	0.730782	0.489061	0.585972	0.021202	0.023534	0.022307	0.730782	0.610967	0.665525	3
1.00	0.728997	0.487867	0.584541	0.021108	0.023534	0.022255	0.728997	0.609285	0.663786	3
1.00	0.721076	0.482566	0.578189	0.020770	0.023424	0.022017	0.721076	0.602925	0.656729	3
1.00	0.714270	0.478011	0.572732	0.020778	0.022988	0.021827	0.714270	0.596091	0.649851	3
1.00	0.708357	0.474054	0.567991	0.020944	0.022392	0.021643	0.708357	0.590699	0.644199	3
1.00	0.693295	0.463974	0.555913	0.020880	0.021503	0.021187	0.693295	0.578770	0.630877	3
1.00	0.669977	0.448369	0.537216	0.020439	0.020653	0.020545	0.669977	0.558855	0.609391	3
1.00	0.648444	0.433958	0.519950	0.020291	0.019833	0.020060	0.648444	0.539628	0.589052	3
1.00	0.628138	0.420369	0.503668	0.020342	0.019288	0.019801	0.628138	0.522427	0.570426	3
1.00	0.610621	0.408646	0.489622	0.020892	0.019038	0.019922	0.610621	0.506380	0.553637	3
1.00	0.609729	0.408049	0.488907	0.022256	0.018915	0.020450	0.609729	0.505506	0.552747	3
1.00	0.582171	0.389607	0.466810	0.021744	0.018549	0.020019	0.582171	0.480896	0.526709	3
1.00	0.534754	0.357874	0.428789	0.020801	0.017853	0.019214	0.534754	0.438694	0.481985	3
1.00	0.474953	0.317853	0.380837	0.021382	0.016988	0.018934	0.474953	0.384946	0.425238	3
1.00	0.462791	0.309714	0.371086	0.021633	0.016825	0.018929	0.462791	0.374300	0.413868	3
1.00	0.477965	0.319869	0.383253	0.020252	0.017079	0.018531	0.477965	0.387400	0.427943	3
1.00	0.528952	0.353991	0.424137	0.020563	0.017892	0.019135	0.528952	0.432567	0.475929	3
1.00	0.546692	0.365863	0.438361	0.019894	0.018402	0.019119	0.546692	0.447332	0.492046	3
1.00	0.552159	0.369521	0.442745	0.019671	0.018718	0.019183	0.552159	0.452129	0.497162	3
1.00	0.529845	0.354588	0.424852	0.018276	0.018944	0.018604	0.529845	0.431405	0.475584	3
1.00	0.524155	0.350780	0.420290	0.017829	0.019193	0.018486	0.524155	0.426635	0.470394	3
1.00	0.516568	0.345703	0.414206	0.017412	0.019829	0.018542	0.516568	0.419885	0.463236	3
1.00	0.463238	0.310013	0.371444	0.016869	0.020070	0.018331	0.463238	0.371232	0.412163	3
1.00	0.383465	0.256627	0.307479	0.016445	0.019679	0.017917	0.383465	0.298144	0.335465	3
1.00	0.349102	0.233630	0.279925	0.016217	0.019229	0.017595	0.349102	0.266747	0.302418	3
1.00	0.307598	0.205854	0.246645	0.015990	0.019009	0.017369	0.307598	0.228274	0.262065	3
1.00	0.286623	0.191817	0.229826	0.015884	0.019000	0.017303	0.286623	0.208377	0.241316	3
1.00	0.250474	0.167625	0.200841	0.015667	0.018663	0.017034	0.250474	0.174980	0.206029	3
1.00	0.227379	0.152169	0.182322	0.015574	0.018557	0.016935	0.227379	0.154870	0.184247	3
1.00	0.210197	0.140670	0.168545	0.015431	0.018560	0.016852	0.210197	0.140372	0.168331	3
1.00	0.199375	0.133428	0.159868	0.015406	0.018328	0.016740	0.199375	0.132543	0.159231	3
1.00	0.196028	0.131188	0.157184	0.015562	0.018183	0.016770	0.196028	0.130247	0.156506	3
1.00	0.188888	0.126409	0.151458	0.015490	0.017701	0.016522	0.188888	0.124705	0.150228	3
